objectid,CNN,ST_NAME,ST_TYPE,DISTRICT,COLLECTN,PRKG_SPLY,YEAR,shape,data_as_of,data_loaded_at
10485,11900000,SILVER,AVE,11,FIELD,20,2013,"LINESTRING (-122.425289938 37.72867748, -122.424198686 37.728735552)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9822,7915000,LA GRANDE,AVE,11,FIELD,16,2013,"LINESTRING (-122.424144179 37.724814099, -122.423901588 37.724504266, -122.423887737 37.724364418, -122.423983471 37.724083156)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9825,8598000,MADISON,ST,11,FIELD,8,2010,"LINESTRING (-122.423508669 37.728206721, -122.423335645 37.727792365)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9829,8601000,MADISON,ST,11,FIELD,24,2013,"LINESTRING (-122.422840473 37.726597116, -122.422342507 37.725395089)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10552,12698000,TRUMBULL,ST,11,FIELD,16,2013,"LINESTRING (-122.429304397 37.730742173, -122.428389945 37.730788743)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10556,10070000,OXFORD,ST,11,FIELD,26,2013,"LINESTRING (-122.418391622 37.72376791, -122.417914356 37.722626874)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10561,3137000,BROAD,ST,11,FIELD,39,2012,"LINESTRING (-122.453457697 37.713212387, -122.456053047 37.71319356)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13642,4968000,DRAKE,ST,11,FIELD,30,2013,"LINESTRING (-122.435967964 37.709298596, -122.435739163 37.709065567, -122.435321769 37.708685904, -122.435000232 37.70831118)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10456,4330000,CONGDON,ST,11,FIELD,16,2013,"LINESTRING (-122.426084309 37.730135626, -122.426024703 37.729396982)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5477,9983000,ORIZABA,AVE,11,FIELD,9,2012,"LINESTRING (-122.46258066 37.712523034, -122.462568999 37.713150165)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4314,3836000,CAYUGA,AVE,11,FIELD,23,2013,"LINESTRING (-122.440472919 37.720933816, -122.440701317 37.720567746, -122.44094706 37.720184353)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4189,9158000,MISSION,ST,11,REMOTE,13,2010,"LINESTRING (-122.432447324 37.727637208, -122.432807823 37.727315043, -122.432911794 37.727177551)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4170,12184000,STILL,ST,11,REMOTE,21,2010,"LINESTRING (-122.432561099 37.731559752, -122.433375719 37.731334543)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4193,11444000,SAN JOSE,AVE,11,REMOTE,9,2010,"LINESTRING (-122.438983194 37.729588972, -122.439551841 37.729237796)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3894,3839000,CAYUGA,AVE,11,FIELD,11,2013,"LINESTRING (-122.442551534 37.719620847, -122.44308553 37.71938288)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5108,9807101,OCEAN,AVE,11,FIELD,0,2013,"LINESTRING (-122.437439122 37.723716463, -122.437554828 37.723666444, -122.438271424 37.723610148, -122.438355121 37.723644502)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5103,4463000,COTTER,ST,11,FIELD,15,2013,"LINESTRING (-122.434973353 37.728171296, -122.435636635 37.728557595, -122.43574963 37.72867091)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11137,8503000,LOWELL,ST,11,FIELD,4,2013,"LINESTRING (-122.446383349 37.71143615, -122.446168138 37.711039283)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
377,6364000,GRAFTON,AVE,11,FIELD,16,2012,"LINESTRING (-122.461233971 37.720017993, -122.462254399 37.720008574)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4248,13078000,VALERTON,CT,11,FIELD,13,2010,"LINESTRING (-122.438738836 37.72247995, -122.439350074 37.722733432)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2007,5423000,FAXON,AVE,11,FIELD,20,2012,"LINESTRING (-122.460222651 37.71659285, -122.4602318 37.717443832)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2039,3128000,BRIGHT,ST,11,FIELD,42,2012,"LINESTRING (-122.463499698 37.71430078, -122.46352104 37.716135074)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3896,6134201,GENEVA,AVE,11,FIELD,3,2013,"LINESTRING (-122.443696072 37.718928672, -122.443685803 37.718862302, -122.442961994 37.718288068, -122.442887072 37.718286852)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3899,6133101,GENEVA,AVE,11,FIELD,29,2010,"LINESTRING (-122.445127873 37.720086706, -122.445025032 37.720066748, -122.443734592 37.719013229, -122.443696072 37.718928672)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3903,9521000,NAVAJO,AVE,11,FIELD,14,2010,"LINESTRING (-122.444811489 37.720596076, -122.445495314 37.720866393)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4196,11442000,SAN JOSE,AVE,11,REMOTE,11,2010,"LINESTRING (-122.438459397 37.729912444, -122.438853641 37.729668977)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4229,5743000,FRANCE,AVE,11,FIELD,19,2013,"LINESTRING (-122.438329414 37.720015525, -122.437558734 37.7196497)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4230,8475000,LONDON,ST,11,FIELD,18,2010,"LINESTRING (-122.437558734 37.7196497, -122.437640487 37.719598511, -122.438127841 37.718960785)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3242,19960000,NADELL,CT,11,FIELD,6,2013,"LINESTRING (-122.442411559 37.708844677, -122.442779803 37.708719105)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3324,5360000,EXCELSIOR,AVE,11,FIELD,14,2013,"LINESTRING (-122.432857065 37.725870915, -122.432053821 37.725488078)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3510,9809201,OCEAN,AVE,11,FIELD,12,2013,"LINESTRING (-122.438808573 37.723601276, -122.438904144 37.723619884, -122.439762745 37.723520634, -122.439850441 37.723480841)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3039,9323000,MONTICELLO,ST,11,REMOTE,26,2010,"LINESTRING (-122.470713656 37.716088746, -122.470732966 37.71788217)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3038,11655000,SARGENT,ST,11,REMOTE,10,2010,"LINESTRING (-122.470713656 37.716088746, -122.471456634 37.716084802, -122.471572044 37.716126072)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2689,6979000,HOLLOWAY,AVE,07,FIELD,3,2012,"LINESTRING (-122.466277766 37.721667874, -122.466588477 37.72166577)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2680,9989000,ORIZABA,AVE,11,FIELD,10,2010,"LINESTRING (-122.462620482 37.716143794, -122.462624771 37.71657082)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2049,11813000,SHIELDS,ST,11,FIELD,6,2010,"LINESTRING (-122.468036454 37.717900179, -122.468941137 37.717894145)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5033,11194000,RUSSIA,AVE,11,FIELD,11,2010,"LINESTRING (-122.432385186 37.719298463, -122.431584858 37.7189161)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2220,10920000,RANDOLPH,ST,11,FIELD,12,2012,"LINESTRING (-122.467094322 37.714273188, -122.467996138 37.714266248)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14133,9176201,MISSION,ST,11,FIELD,5,2010,"LINESTRING (-122.440106607 37.71766531, -122.440185611 37.717623549, -122.440417629 37.717309828, -122.440417737 37.717244619)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13939,11651000,SARGENT,ST,11,FIELD,12,2012,"LINESTRING (-122.467115756 37.716107784, -122.468016514 37.716103028)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14030,5162000,ELLINGTON,AVE,11,FIELD,12,2013,"LINESTRING (-122.446214436 37.712616399, -122.446799982 37.712160781)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13393,2247000,AMAZON,AVE,11,FIELD,15,2013,"LINESTRING (-122.437046063 37.716007828, -122.43619515 37.715693173)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12295,8066000,LAKEVIEW,AVE,11,FIELD,17,2013,"LINESTRING (-122.454081723 37.718173756, -122.454189124 37.718238601, -122.45511126 37.718236974)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13410,2972000,BIRCHWOOD,CT,10,REMOTE,0,2014,"LINESTRING (-122.426202164 37.708307715, -122.426000273 37.708284407, -122.42590586 37.708703807, -122.425868448 37.708859495, -122.426015725 37.708880473)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13914,3253000,BRUNSWICK,ST,11,FIELD,11,2013,"LINESTRING (-122.441130269 37.711211156, -122.441659516 37.71107337)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13866,10517000,PLYMOUTH,AVE,11,FIELD,20,2012,"LINESTRING (-122.456079634 37.715787827, -122.45608692 37.716630479)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13784,9397000,MORSE,ST,11,FIELD,45,2013,"LINESTRING (-122.446168138 37.711039283, -122.44798759 37.71040264, -122.448376962 37.710372708)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12314,6135101,GENEVA,AVE,11,FIELD,6,2013,"LINESTRING (-122.442887072 37.718286852, -122.442819545 37.718290953, -122.442413992 37.717961955, -122.442328162 37.717833446)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13624,9393000,MORSE,ST,11,REMOTE,7,2010,"LINESTRING (-122.442566417 37.712115304, -122.443192359 37.711943953)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13074,13230000,VERNON,ST,11,FIELD,27,2010,"LINESTRING (-122.467996138 37.714266248, -122.468016514 37.716103028)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13046,11812000,SHIELDS,ST,11,FIELD,11,2012,"LINESTRING (-122.467136769 37.717906174, -122.468036454 37.717900179)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13726,13670000,WILSON,ST,11,FIELD,19,2010,"LINESTRING (-122.459403443 37.707895645, -122.461139967 37.709085251)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13644,6593000,GUTTENBERG,ST,11,FIELD,30,2013,"LINESTRING (-122.444097098 37.711689444, -122.443685516 37.711202653, -122.44333537 37.710554579)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12326,13515000,WAYLAND,ST,11,FIELD,25,2010,"LINESTRING (-122.416917249 37.722824848, -122.417781029 37.722597165, -122.417914356 37.722626874)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1985,6012000,GARFIELD,ST,11,FIELD,12,2010,"LINESTRING (-122.468950981 37.719658803, -122.469852258 37.719652233)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
313,10521000,PLYMOUTH,AVE,11,FIELD,37,2010,"LINESTRING (-122.456133498 37.7200333, -122.456141479 37.721845857)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2284,11792000,SHAKESPEARE,ST,11,FIELD,5,2012,"LINESTRING (-122.464341296 37.709415495, -122.464588517 37.709583804, -122.46460805 37.709639866)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
135,6969000,HOLLOWAY,AVE,11,FIELD,11,2012,"LINESTRING (-122.458183381 37.721840289, -122.459204215 37.721837491)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14243,9954000,ONONDAGA,AVE,11,FIELD,11,2010,"LINESTRING (-122.439168148 37.721833878, -122.439764642 37.722069002)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14186,11198000,RUSSIA,AVE,11,FIELD,11,2013,"LINESTRING (-122.429171361 37.717761719, -122.428371465 37.717379534)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3509,3831000,CAYUGA,AVE,11,FIELD,2,2013,"LINESTRING (-122.438684007 37.723809323, -122.438808573 37.723601276)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
820,9822201,OCEAN,AVE,07,FIELD,5,2010,"LINESTRING (-122.456150465 37.723886636, -122.45618091 37.723921481, -122.456469476 37.723982408, -122.456516015 37.723963816)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12640,13191000,VELASCO,AVE,10,FIELD,4,2013,"LINESTRING (-122.414777863 37.708661754, -122.415049086 37.708738033)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11348,6186000,GILMAN,AVE,10,FIELD,8,2013,"LINESTRING (-122.386265014 37.717178947, -122.386849666 37.717509002)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2832,15056000,UNNAMED 192,,10,REMOTE,0,2014,"LINESTRING (-122.389729826 37.71074884, -122.389764582 37.711136553)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12425,11164000,ROSIE LEE,LN,10,REMOTE,5,2014,"LINESTRING (-122.380528913 37.732079052, -122.380642182 37.732099933, -122.381049816 37.732238144)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10250,11928000,SILVER,AVE,10,FIELD,16,2013,"LINESTRING (-122.403509274 37.733665319, -122.402855866 37.734073204)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6176,2986000,BLANKEN,AVE,10,FIELD,17,2013,"LINESTRING (-122.401914748 37.712250863, -122.400789194 37.712016314)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13925,5989000,GAMBIER,ST,09,FIELD,16,2013,"LINESTRING (-122.422665899 37.728822323, -122.422344994 37.728047554)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9887,10950000,RED LEAF,CT,10,REMOTE,0,2014,"LINESTRING (-122.426875379 37.708521713, -122.42692032 37.70840367, -122.426937026 37.708335946, -122.426910609 37.708195119, -122.427003138 37.708030408)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10067,10256000,PARIS,ST,11,FIELD,34,2010,"LINESTRING (-122.436756333 37.71926881, -122.436839027 37.719217759, -122.437897783 37.717812382, -122.437944809 37.717724073)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6144,10989000,RHINE,ST,11,FIELD,17,2012,"LINESTRING (-122.460612899 37.709673493, -122.460644178 37.709548744, -122.461139967 37.709085251)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9585,6134101,GENEVA,AVE,11,FIELD,1,2013,"LINESTRING (-122.443696072 37.718928672, -122.443612509 37.718920599, -122.443301547 37.7186739)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9656,7346000,ITALY,AVE,11,FIELD,15,2013,"LINESTRING (-122.434732259 37.716189205, -122.433930693 37.715806215)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9875,8504000,LOWELL,ST,11,FIELD,27,2010,"LINESTRING (-122.446168138 37.711039283, -122.445503344 37.709813315)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10911,7008000,HOLLYWOOD,CT,11,FIELD,13,2013,"LINESTRING (-122.440749097 37.714889633, -122.441481365 37.714689324)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10915,13599000,WHIPPLE,AVE,11,FIELD,8,2013,"LINESTRING (-122.447672443 37.710748523, -122.448129719 37.711116452)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10490,9391000,MORSE,ST,11,FIELD,5,2013,"LINESTRING (-122.441585091 37.712380777, -122.442142643 37.712230032)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9828,8600000,MADISON,ST,11,FIELD,8,2010,"LINESTRING (-122.423122227 37.727277221, -122.422840473 37.726597116)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4165,8408000,LISBON,ST,11,FIELD,39,2010,"LINESTRING (-122.432432061 37.723549725, -122.433606338 37.722000221)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3901,6132101,GENEVA,AVE,11,FIELD,13,2010,"LINESTRING (-122.446608651 37.720724224, -122.446449877 37.720707631, -122.445408063 37.720296806, -122.445203017 37.720189888, -122.445127873 37.720086706)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3195,6014000,GARFIELD,ST,11,REMOTE,6,2010,"LINESTRING (-122.470752004 37.719646223, -122.471652114 37.719640203)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3451,9805000,OCEAN,AVE,11,FIELD,9,2010,"LINESTRING (-122.436449314 37.723787847, -122.437019889 37.723722672)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3513,8942000,MEDA,AVE,11,FIELD,31,2010,"LINESTRING (-122.441050163 37.723342145, -122.441091983 37.723464238, -122.442652486 37.724074568)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3519,4675000,DELANO,AVE,11,FIELD,22,2010,"LINESTRING (-122.441619076 37.725380393, -122.442030348 37.725062072, -122.442326551 37.72459192)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14039,7105000,HURON,AVE,11,FIELD,14,2013,"LINESTRING (-122.448824659 37.712647255, -122.449415758 37.712182244)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14221,11458201,SAN JOSE,AVE,11,FIELD,22,2010,"LINESTRING (-122.446608651 37.720724224, -122.446808402 37.720584858, -122.447134874 37.720197652, -122.447538547 37.71961176, -122.447562062 37.71948112)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12761,2563000,AVALON,AVE,11,FIELD,13,2013,"LINESTRING (-122.426092845 37.72476012, -122.425301585 37.724382364)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
152,4656000,DE MONTFORT,AVE,11,FIELD,17,2012,"LINESTRING (-122.458189257 37.72365751, -122.459209998 37.723652452)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
844,9815202,OCEAN,AVE,07,REMOTE,38,2010,"LINESTRING (-122.449178131 37.723002938, -122.449484114 37.723002598, -122.449558619 37.72296132)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7799,5480000,FELTON,ST,11,FIELD,17,2013,"LINESTRING (-122.422342507 37.725395089, -122.423325496 37.725138139)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
673,122000,02ND,AVE,01,FIELD,31,2010,"LINESTRING (-122.4601372 37.783136488, -122.459999658 37.781213478)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
622,4234000,COLE,ST,05,FIELD,26,2011,"LINESTRING (-122.451357654 37.775175121, -122.451163299 37.774248735)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
608,157000,03RD,AVE,01,FIELD,35,2010,"LINESTRING (-122.460796341 37.777380325, -122.460660763 37.775516944)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
931,1647000,30TH,AVE,01,FIELD,0,2013,"LINESTRING (-122.489568111 37.771981634, -122.489602388 37.771692193, -122.489633367 37.771489466, -122.48972184 37.771224383, -122.489771884 37.77105383, -122.489804362 37.770894565)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
792,279000,05TH,AVE,01,FIELD,34,2010,"LINESTRING (-122.463350524 37.782989204, -122.46321068 37.781070165)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2238,5952000,FULTON,ST,01,FIELD,18,2010,"LINESTRING (-122.505611147 37.771591607, -122.506685314 37.771542479)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3025,1905000,41ST,AVE,01,FIELD,23,2010,"LINESTRING (-122.501870995 37.779307125, -122.501732896 37.777384962)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3024,2354000,ANZA,ST,01,FIELD,16,2010,"LINESTRING (-122.498521293 37.777530912, -122.499590577 37.777482328)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3023,2349000,ANZA,ST,01,FIELD,14,2010,"LINESTRING (-122.493167786 37.777774003, -122.494239519 37.777725357)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
602,158000,03RD,AVE,01,FIELD,35,2011,"LINESTRING (-122.460660763 37.775516944, -122.460552662 37.774031134)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1407,10537000,POINT LOBOS,AVE,01,REMOTE,14,2010,"LINESTRING (-122.504056826 37.779705086, -122.505135077 37.779799869)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1404,19091000,EL CAMINO DEL MAR,,01,REMOTE,60,2014,"LINESTRING (-122.507484171 37.78218476, -122.5083372 37.782278222, -122.508479658 37.782279024, -122.508616477 37.782221812, -122.508762445 37.782051453, -122.508924193 37.782013186, -122.509738819 37.782189771, -122.50983662 37.782194561, -122.509974049 37.782159935, -122.510101683 37.782064137, -122.510214706 37.782029929, -122.510349727 37.782056681, -122.510506134 37.782121809, -122.510636389 37.782122816, -122.510781167 37.782059008, -122.509879175 37.780627207)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4091,4186000,CLEMENT,ST,01,FIELD,54,2010,"LINESTRING (-122.496659885 37.781477295, -122.498801335 37.781377192)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5519,6069201,GEARY,BLVD,01,FIELD,0,2010,"LINESTRING (-122.471775459 37.780681103, -122.471873575 37.780745243, -122.472167266 37.780735663, -122.472312256 37.780655828)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3712,2693000,BALBOA,ST,01,FIELD,14,2011,"LINESTRING (-122.509091953 37.775176821, -122.510168807 37.775127526)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4099,1641000,30TH,AVE,01,FIELD,46,2010,"LINESTRING (-122.490231079 37.781775419, -122.490096578 37.779839833)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5551,1575000,28TH,AVE,02,REMOTE,22,2014,"LINESTRING (-122.488389743 37.78624344, -122.488299948 37.785949555, -122.488205097 37.785699294, -122.488140378 37.785611774)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4659,1136000,22ND,AVE,01,FIELD,39,2010,"LINESTRING (-122.48138064 37.778311449, -122.481246844 37.776448755)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2075,3603000,CALIFORNIA,ST,02,FIELD,12,2010,"LINESTRING (-122.486088706 37.78383348, -122.487150714 37.783785428)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3029,2346000,ANZA,ST,01,FIELD,13,2010,"LINESTRING (-122.48780496 37.778020352, -122.488875522 37.777971809)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5449,2338000,ANZA,ST,01,FIELD,14,2010,"LINESTRING (-122.479240788 37.778408332, -122.480310472 37.778359908)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4682,1705000,32ND,AVE,01,FIELD,29,2012,"LINESTRING (-122.491959443 37.775960059, -122.491823753 37.774093954)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4671,1792000,36TH,AVE,01,FIELD,41,2012,"LINESTRING (-122.496379419 37.777628247, -122.496258764 37.775763805)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4660,1548000,27TH,AVE,01,FIELD,40,2010,"LINESTRING (-122.486737521 37.778068744, -122.486603079 37.776203752)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3946,1791000,36TH,AVE,01,FIELD,30,2013,"LINESTRING (-122.49652387 37.779550582, -122.496379419 37.777628247)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3015,3506000,CABRILLO,ST,01,FIELD,17,2010,"LINESTRING (-122.499318869 37.773750889, -122.500386322 37.773701991)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1018,3467000,CABRILLO,ST,01,REMOTE,15,2014,"LINESTRING (-122.458462902 37.775618428, -122.4595885 37.77556646)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4077,3483000,CABRILLO,ST,01,FIELD,14,2010,"LINESTRING (-122.474686115 37.774876574, -122.475750969 37.774828018)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4074,3486000,CABRILLO,ST,01,FIELD,15,2012,"LINESTRING (-122.477900148 37.77472999, -122.478971698 37.7746811)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
